TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
1,17,12:00,13.78,0.18,33.34,44.39,28.37,1.1,1.1,1.1,-0.2,1546.21
1,17,12:10,13.97,-1.03,33.4,44.57,26.65,1.11,1.11,1.11,-0.23,1549.29
1,17,12:20,13.68,-4.5,33.52,44.6,26.9,1.11,1.11,1.11,-0.15,1549.51
1,17,12:30,13.81,-2.29,33.68,44.78,26.28,1.11,1.11,1.11,-0.24,1549.04
1,17,12:40,13.9,-1.37,33.81,44.78,26.41,1.11,1.11,1.11,-0.19,1549.06
1,17,12:50,14.46,0.53,33.84,44.65,20.1,1.11,1.11,1.11,-0.2,1549.89
1,17,13:00,14.7,-0.05,33.9,44.55,20.23,1.12,1.12,1.12,-0.2,1549.26
1,17,13:10,14.72,-0.77,33.79,44.49,18.04,1.12,1.12,1.12,-0.17,1549.24
1,17,13:20,15,1.14,33.8,44.61,25.01,1.13,1.13,1.13,-0.23,1549.81
1,17,13:30,14.77,-1.61,33.92,44.73,26.37,1.12,1.12,1.12,-0.27,1548.91
1,17,13:40,14.68,-1.26,34.18,44.65,25.71,1.12,1.12,1.12,-0.25,1549.13
1,17,13:50,14.44,-1.48,34.21,44.67,28.32,1.11,1.11,1.11,-0.22,1549.16
1,17,14:00,15.09,-1.43,34.29,44.7,30.42,1.13,1.13,1.13,-0.21,1549.76
1,17,14:10,14.33,-0.68,34.44,44.94,28.49,1.11,1.11,1.11,-0.19,1548.49
1,17,14:20,14.88,-1.06,34.57,45.12,26.47,1.12,1.12,1.12,-0.19,1548.87
1,17,14:30,14.85,0.2,34.67,45.04,23.18,1.12,1.12,1.12,-0.22,1548.8
1,17,14:40,13.89,1.07,34.86,45.4,24.55,1.11,1.11,1.11,-0.2,1548.2
1,17,14:50,13.97,-3.58,35.13,45.75,25.29,1.1,1.1,1.1,-0.22,1541.59
1,17,15:00,14.12,1.84,35.29,46.03,20.12,1.11,1.11,1.11,-0.22,1549.68
1,17,15:10,14.46,-3.28,35.33,45.92,21.21,1.11,1.11,1.11,-0.17,1542.46
1,17,15:20,14.44,-0.67,35.37,46.02,31.47,1.11,1.11,1.11,-0.27,1548.13
1,17,15:30,13.79,-1.56,35.47,46.18,27.01,1.1,1.1,1.1,-0.23,1545.07
1,17,15:40,14.67,-0.2,35.6,46.36,22.34,1.12,1.12,1.12,-0.2,1548.95
1,17,15:50,14.34,-1.68,35.98,46.63,22.34,1.11,1.11,1.11,-0.19,1549.2
1,17,16:00,14.9,-1.85,36.02,46.67,26.67,1.13,1.13,1.13,-0.26,1549.61
1,17,16:10,16.26,-0.45,36,46.53,37.21,1.14,1.14,1.14,-0.22,1549.03
1,17,16:20,15.45,-1.99,35.91,46.35,36.68,1.13,1.13,1.13,-0.24,1549.56
1,17,16:30,14.96,0.12,35.87,46.42,36.68,1.13,1.13,1.13,-0.27,1549.28
1,17,16:40,16.04,2.67,35.81,46.45,36.68,1.15,1.15,1.15,-0.26,1549.52
1,17,16:50,16.88,0.4,35.65,46.12,38.24,1.16,1.16,1.16,-0.26,1550.16
1,17,17:00,16.92,-0.38,35.6,45.73,43.33,1.16,1.16,1.16,-0.25,1548.54
1,17,17:10,17.38,-0.11,35.53,45.36,42.74,1.16,1.16,1.16,-0.26,1549.05
1,17,17:20,17.98,0.08,35.55,45.19,42.57,1.17,1.17,1.17,-0.28,1549.77
1,17,17:30,17.99,0.28,35.53,45.05,40.65,1.17,1.17,1.17,-0.22,1548.89
1,17,17:40,16.94,-0.22,35.42,45.03,42.57,1.16,1.16,1.16,-0.21,1549.63
1,17,17:50,16.19,3.84,35.2,45.05,44.41,1.15,1.15,1.15,-0.21,1549.58
1,17,18:00,17.36,-0.78,35.11,45.02,46.28,1.16,1.16,1.16,-0.19,1549.41
1,17,18:10,17.92,-4.15,35.08,44.76,53.09,1.17,1.17,1.17,-0.19,1548.92
1,17,18:20,16.34,-0.72,34.85,44.63,46.53,1.15,1.15,1.15,-0.2,1549.27
1,17,18:30,17.82,1.4,34.8,44.62,48.34,1.17,1.17,1.17,-0.21,1549.72
1,17,18:40,17.58,-0.85,34.84,44.35,46.81,1.17,1.17,1.17,-0.23,1548.64
1,17,18:50,16.86,5.2,34.77,44.49,42.6,1.16,1.16,1.16,-0.13,1549.72
1,17,19:00,18.32,4.45,34.7,44.4,42.57,1.18,1.18,1.18,-0.21,1549.63
1,17,19:10,16.98,-1.84,34.55,44.17,42.57,1.16,1.16,1.16,-0.16,1548.89
1,17,19:20,16.36,-2.74,34.4,44.23,42.57,1.15,1.15,1.15,-0.19,1549.32
1,17,19:30,17.08,-1.96,34.35,44.14,37.17,1.16,1.16,1.16,-0.21,1549.86
1,17,19:40,16.99,-3.02,34.28,44.09,42.41,1.16,1.16,1.16,-0.25,1549.44
1,17,19:50,16.51,-5.09,34.08,43.97,42.43,1.15,1.15,1.15,-0.2,1549.6
1,17,20:00,16.24,-3.2,33.98,43.92,37.82,1.15,1.15,1.15,-0.17,1548.73
1,17,20:10,14.12,0.58,33.66,44.03,31.74,1.12,1.12,1.12,-0.22,1549.92
1,17,20:20,12.82,-4.23,33.4,44.29,25.92,1.08,1.08,1.08,-0.24,1543.19
1,17,20:30,13.28,-1.84,32.98,44.43,20.11,1.09,1.09,1.09,-0.24,1549.55
1,17,20:40,13.81,1.23,32.71,44.33,18.13,1.11,1.11,1.11,-0.26,1549.7
1,17,20:50,12.07,5.65,32.38,44.25,20.91,1.06,1.06,1.06,-0.25,1542.16
1,17,21:00,12.6,6.07,32.03,44.25,21.96,1.08,1.08,1.08,-0.25,1549.31
1,17,21:10,11.81,-3.59,31.79,43.97,27.68,1.06,1.06,1.06,-0.21,1547.13
1,17,21:20,12.6,-3.91,31.47,43.86,20.91,1.08,1.08,1.08,-0.22,1548.36
1,17,21:30,12.91,-5.32,31.28,43.66,20.91,1.09,1.09,1.09,-0.2,1549.87
1,17,21:40,15.15,-5.62,31.27,43.34,20.91,1.13,1.13,1.13,-0.22,1549.58
1,17,21:50,13.5,-1.37,30.96,42.91,20.91,1.1,1.1,1.1,-0.2,1549.14
1,17,22:00,13.28,-0.6,30.53,42.75,20.91,1.09,1.09,1.09,-0.2,1549.73
1,17,22:10,13.44,1.09,30.19,42.47,20.91,1.1,1.1,1.1,-0.25,1549.66
1,17,22:20,11.64,0.28,29.81,42.23,20.91,1.06,1.06,1.06,-0.22,1541.87
1,17,22:30,13.02,-1.71,29.41,42.11,14.93,1.09,1.09,1.09,-0.21,1550.18
1,17,22:40,15.74,-3.71,29.5,41.74,13.22,1.14,1.14,1.14,-0.24,1549.57
1,17,22:50,15.79,-3.76,29.45,41.05,13.22,1.15,1.15,1.15,-0.25,1549.55
1,17,23:00,15.38,-6.37,29.2,40.55,13.22,1.13,1.13,1.13,-0.24,1549.7
1,17,23:10,14.81,-3.17,28.86,40.13,5.75,1.13,1.13,1.13,-0.21,1549.14
1,17,23:20,15.15,1.21,28.57,39.95,2.51,1.14,1.14,1.14,-0.22,1549.77
1,17,23:30,15.35,0.68,28.42,39.75,2.51,1.14,1.14,1.14,-0.19,1549.36
1,17,23:40,15.34,0.47,28.25,39.48,2.51,1.14,1.14,1.14,-0.23,1549.54
1,17,23:50,15.34,2.31,28,39.23,2.51,1.14,1.14,1.14,-0.23,1549.39
1,18,00:00,15.56,2.02,27.78,38.95,2.51,1.14,1.14,1.14,-0.23,1549.67
1,18,00:10,15.45,0.68,27.56,38.74,2.51,1.14,1.14,1.14,-0.24,1549.42
1,18,00:20,15.67,-0.66,27.35,38.5,2.51,1.14,1.14,1.14,-0.18,1549.3
1,18,00:30,16.21,0.82,27.16,38.18,2.51,1.15,1.15,1.15,-0.22,1549.73
1,18,00:40,16.33,3.6,26.96,37.86,2.51,1.16,1.16,1.16,-0.22,1549.22
1,18,00:50,16.08,4.34,26.72,37.6,2.51,1.15,1.15,1.15,-0.25,1549.44
1,18,01:00,16.23,2.64,26.55,37.36,2.51,1.15,1.15,1.15,-0.3,1549.45
1,18,01:10,15.85,1.37,26.46,37.21,2.51,1.15,1.15,1.15,-0.24,1549.32
1,18,01:20,14.64,-0.9,26.15,37.09,2.51,1.13,1.13,1.13,-0.26,1549.46
1,18,01:30,15.09,0.58,25.87,37.02,2.51,1.14,1.14,1.14,-0.25,1549.28
1,18,01:40,15.79,2.08,25.77,36.81,2.51,1.15,1.15,1.15,-0.25,1549.85
1,18,01:50,16.69,4.18,25.73,36.57,2.51,1.16,1.16,1.16,-0.21,1549.12
1,18,02:00,16.78,5.55,25.67,36.23,2.51,1.16,1.16,1.16,-0.26,1549.52
1,18,02:10,16.76,5.72,25.57,35.99,2.51,1.16,1.16,1.16,-0.16,1549.28
1,18,02:20,16.45,0.82,25.47,35.78,9.66,1.15,1.15,1.15,-0.19,1549.43
1,18,02:30,16.55,-6.87,25.43,35.61,13.19,1.15,1.15,1.15,-0.21,1549.03
1,18,02:40,16.19,-8.23,25.33,35.41,12.37,1.15,1.15,1.15,-0.21,1549.58
1,18,02:50,15.08,3.54,25.13,35.35,2.47,1.14,1.14,1.14,-0.26,1549.1
1,18,03:00,14.52,1.28,24.9,35.57,2.47,1.12,1.12,1.12,-0.24,1549.53
1,18,03:10,14.95,0.46,24.75,35.68,2.47,1.13,1.13,1.13,-0.27,1549.63
1,18,03:20,16.26,3.09,24.7,35.6,2.47,1.15,1.15,1.15,-0.22,1549.69
1,18,03:30,15.78,5.11,24.61,35.33,2.47,1.15,1.15,1.15,-0.27,1549.37
1,18,03:40,15.87,7.24,24.41,35.11,2.47,1.15,1.15,1.15,-0.29,1549.61
1,18,03:50,15.52,5.62,24.22,34.92,2.47,1.14,1.14,1.14,-0.24,1549.38
1,18,04:00,14.81,4.8,24.02,34.79,2.47,1.13,1.13,1.13,-0.25,1549.27
1,18,04:10,15,3.67,23.9,34.79,2.47,1.13,1.13,1.13,-0.23,1549.87
1,18,04:20,14.82,6.33,23.9,34.76,2.47,1.13,1.13,1.13,-0.17,1548.97
1,18,04:30,15.46,-1.55,23.86,34.62,11.64,1.14,1.14,1.14,-0.18,1549.51
1,18,04:40,15.08,-4.22,23.89,34.59,13.19,1.13,1.13,1.13,-0.22,1549.55
1,18,04:50,15.18,-1.6,23.95,34.59,13.19,1.14,1.14,1.14,-0.22,1549.18
1,18,05:00,15.03,-1.85,23.78,34.59,13.19,1.13,1.13,1.13,-0.2,1549.5
1,18,05:10,13.73,-5.26,23.48,34.59,13.19,1.11,1.11,1.11,-0.2,1549.37
1,18,05:20,13.62,1.32,23.28,34.59,4.92,1.11,1.11,1.11,-0.22,1549.67
1,18,05:30,13.83,5.74,23.07,34.51,2.47,1.11,1.11,1.11,-0.24,1549.57
1,18,05:40,12.8,-0.11,22.79,34.49,2.47,1.09,1.09,1.09,-0.17,1549.4
1,18,05:50,14,2.51,22.52,34.47,2.47,1.12,1.12,1.12,-0.2,1549.89
1,18,06:00,13.58,3.24,22.5,34.2,2.47,1.11,1.11,1.11,-0.18,1549.3
1,18,06:10,14.06,2.79,22.3,34.11,2.47,1.12,1.12,1.12,-0.24,1549.85
1,18,06:20,13.88,4.98,22.16,33.98,2.47,1.11,1.11,1.11,-0.24,1549.65
1,18,06:30,13.6,3.76,22.02,33.77,2.47,1.11,1.11,1.11,-0.25,1549.65
1,18,06:40,13.86,2.58,21.97,33.77,2.47,1.11,1.11,1.11,-0.27,1549.67
1,18,06:50,13.8,0.31,21.92,33.7,2.47,1.11,1.11,1.11,-0.23,1549.23
1,18,07:00,13.7,1.35,21.99,33.7,2.47,1.11,1.11,1.11,-0.22,1549.72
1,18,07:10,14,1.33,22.05,33.7,2.47,1.12,1.12,1.12,-0.22,1549.44
1,18,07:20,13.52,2.94,21.99,33.7,2.47,1.11,1.11,1.11,-0.23,1549.72
1,18,07:30,13.37,5.53,22,33.69,2.47,1.1,1.1,1.1,-0.24,1549.3
1,18,07:40,13.6,7,22.1,33.7,2.47,1.11,1.11,1.11,-0.25,1549.48
1,18,07:50,13.24,4.98,22.2,33.7,2.47,1.1,1.1,1.1,-0.22,1549.42
1,18,08:00,12.7,2.96,22.2,33.86,2.47,1.09,1.09,1.09,-0.21,1549.42
1,18,08:10,12.84,3.88,22.23,34,2.47,1.09,1.09,1.09,-0.22,1549.29
1,18,08:20,12.06,3.59,22.36,34.16,2.47,1.07,1.07,1.07,-0.14,1548.31
1,18,08:30,11.8,2.46,22.5,34.48,4.64,1.07,1.07,1.07,-0.25,1545.84
1,18,08:40,11.66,-2.2,22.79,34.83,10.17,1.07,1.07,1.07,-0.23,1549.13
1,18,08:50,12.7,2.95,23.09,35.16,10.17,1.09,1.09,1.09,-0.24,1549.36
1,18,09:00,12.17,4.06,23.32,35.36,14.4,1.07,1.07,1.07,-0.2,1544.88
1,18,09:10,13.48,-4.38,23.71,35.33,20.85,1.11,1.11,1.11,-0.26,1549.49
1,18,09:20,12.85,-4.07,24.04,35.5,20.85,1.09,1.09,1.09,-0.24,1549.35
1,18,09:30,14.4,3.09,24.2,35.68,24.61,1.12,1.12,1.12,-0.23,1549.31
1,18,09:40,14.77,-0.5,24.33,35.65,28.31,1.12,1.12,1.12,-0.24,1549.6
1,18,09:50,14.68,-2.19,24.56,35.66,31.53,1.13,1.13,1.13,-0.24,1549.55
1,18,10:00,14.34,-1.41,24.79,35.82,31.56,1.12,1.12,1.12,-0.26,1549.5
1,18,10:10,13.88,-1.13,25.1,36.16,31.58,1.11,1.11,1.11,-0.22,1549.06
1,18,10:20,14.44,-1.01,25.41,36.44,31.59,1.12,1.12,1.12,-0.22,1549.91
1,18,10:30,14.16,0.23,25.85,36.74,31.59,1.12,1.12,1.12,-0.24,1549.28
1,18,10:40,13.84,0.76,26.21,37.09,31.59,1.11,1.11,1.11,-0.23,1549.25
1,18,10:50,14.62,-1.92,26.55,37.49,31.15,1.12,1.12,1.12,-0.17,1549.24
1,18,11:00,15.88,-1.16,26.75,37.3,26.3,1.14,1.14,1.14,-0.25,1549.66
1,18,11:10,15.35,1.33,26.94,37.28,22.17,1.13,1.13,1.13,-0.27,1549.48
1,18,11:20,16.48,-3.26,27.13,37.29,23.93,1.15,1.15,1.15,-0.23,1549.23
1,18,11:30,14.96,2.49,27.35,37.47,21.69,1.13,1.13,1.13,-0.25,1549.15
1,18,11:40,15.08,0.24,27.59,37.95,21.69,1.13,1.13,1.13,-0.24,1549.26
1,18,11:50,15.65,4.17,27.66,38.19,21.74,1.14,1.14,1.14,-0.21,1549.68
1,18,12:00,14.39,0.42,27.87,38.14,28.05,1.12,1.12,1.12,-0.19,1549.3
1,18,12:10,14.19,-0.92,28.14,38.41,21.62,1.11,1.11,1.11,-0.23,1549.31
1,18,12:20,15,0.7,28.37,38.72,27.11,1.12,1.12,1.12,-0.19,1545.26
1,18,12:30,14.98,-0.34,28.41,38.77,22.55,1.13,1.13,1.13,-0.19,1549.28
1,18,12:40,13.73,-2.63,28.58,39.04,22.54,1.11,1.11,1.11,-0.21,1548.48
1,18,12:50,14.64,1.57,28.72,39.35,22.54,1.13,1.13,1.13,-0.22,1549.76
1,18,13:00,15.32,4.3,28.87,39.61,22.54,1.13,1.13,1.13,-0.23,1549.45
1,18,13:10,14.28,0.68,28.97,39.74,24.8,1.12,1.12,1.12,-0.22,1549.06
1,18,13:20,14.41,-1.09,29.2,39.92,28.65,1.11,1.11,1.11,-0.21,1548.35
1,18,13:30,14.03,-1.18,29.35,39.78,25.63,1.11,1.11,1.11,-0.23,1549.24
1,18,13:40,14.13,-0.87,29.49,40,25.44,1.1,1.1,1.1,-0.17,1544.85
1,18,13:50,14.19,-3.62,29.58,40.17,32.69,1.11,1.11,1.11,-0.23,1549.44
1,18,14:00,13.45,1.1,29.59,40.42,27.31,1.09,1.09,1.09,-0.25,1538.75
1,18,14:10,13.93,-1.06,29.86,40.61,23.41,1.11,1.11,1.11,-0.25,1549.11
1,18,14:20,13.63,1.74,30.18,40.88,21.13,1.11,1.11,1.11,-0.23,1549.22
1,18,14:30,14.12,-2.13,30.27,41.18,31.97,1.11,1.11,1.11,-0.24,1548.56
1,18,14:40,13.64,0.3,30.34,41.29,18.09,1.1,1.1,1.1,-0.23,1547.24
1,18,14:50,13.4,2.88,30.55,41.23,19.45,1.09,1.09,1.09,-0.22,1530.54
1,18,15:00,13,0.83,30.86,41.61,32.44,1.08,1.08,1.08,-0.2,1535.72
1,18,15:10,13.03,1.97,31.01,41.8,21.67,1.08,1.08,1.08,-0.2,1532.02
1,18,15:20,12.63,-1.01,31.03,42.07,22.82,1.08,1.08,1.08,-0.2,1535.38
1,18,15:30,12.39,1.15,31.21,42.37,18.56,1.07,1.07,1.07,-0.23,1534.13
1,18,15:40,10.66,0.75,31.47,42.64,32.08,1.03,1.03,1.03,-0.21,1433.62
1,18,15:50,11.97,-2.45,31.57,43.11,31.79,1.05,1.05,1.05,-0.25,1504.32
1,18,16:00,11.5,3.41,31.77,43.2,25.64,1.04,1.04,1.04,-0.23,1460.46
1,18,16:10,10.53,1.75,31.79,43.26,25.92,1.02,1.02,1.02,-0.31,1383.29
1,18,16:20,11.95,-0.48,31.69,43.33,33.85,1.06,1.06,1.06,-0.29,1530.67
1,18,16:30,10.77,-1.78,31.55,43.41,30.03,1.02,1.02,1.02,-0.22,1460.95
1,18,16:40,11.63,2.47,31.74,43.6,28.46,1.05,1.05,1.05,-0.21,1500.05
1,18,16:50,11.13,-0.86,31.99,43.87,27.94,1.04,1.04,1.04,-0.28,1395.28
1,18,17:00,10.31,0.79,32.18,43.93,30.86,1.02,1.02,1.02,-0.2,1335.66
1,18,17:10,11.17,-0.31,32.13,44.14,41.47,1.03,1.03,1.03,-0.2,1469.28
1,18,17:20,12.16,1.26,32.17,44.06,36.82,1.06,1.06,1.06,-0.2,1477.58
1,18,17:30,11.27,-1.19,32.18,43.93,48.61,1.04,1.04,1.04,-0.19,1484.23
1,18,17:40,12.15,-1.32,32.17,43.92,35.65,1.06,1.06,1.06,-0.25,1506.26
1,18,17:50,10.61,2.41,32.14,43.88,46.01,1.03,1.03,1.03,-0.22,1377.76
1,18,18:00,11.8,-2.07,32.09,44,39.31,1.05,1.05,1.05,-0.2,1486.45
1,18,18:10,11.65,0.46,32.06,43.9,36.72,1.04,1.04,1.04,-0.26,1507.81
1,18,18:20,11.99,-1.21,32.09,43.88,41.47,1.06,1.06,1.06,-0.21,1501
1,18,18:30,12.15,0.72,32.04,43.98,39.52,1.06,1.06,1.06,-0.22,1535.98
1,18,18:40,12.46,0.54,32.02,43.91,34.97,1.06,1.06,1.06,-0.21,1525.94
1,18,18:50,10.71,1.1,31.9,43.86,38.2,1.03,1.03,1.03,-0.2,1399.99
1,18,19:00,10.57,-2.41,31.9,44.03,41.03,1.02,1.02,1.02,-0.24,1434.82
1,18,19:10,10.1,1.22,31.83,44.3,35.11,1.01,1.01,1.01,-0.21,1321.42
1,18,19:20,11.28,1.11,31.7,44.36,36.31,1.04,1.04,1.04,-0.23,1495.82
1,18,19:30,10.55,-0.33,31.63,44.15,32.11,1.02,1.02,1.02,-0.2,1432.91
1,18,19:40,10.6,-0.64,31.58,43.95,31.34,1.01,1.01,1.01,-0.25,1444.95
1,18,19:50,10.7,-1.34,31.43,43.9,31.73,1.01,1.01,1.01,-0.24,1463.93
1,18,20:00,11.44,0.39,31.4,43.9,14.81,1.04,1.04,1.04,-0.19,1528.88
1,18,20:10,11.23,1.36,31.27,43.79,11.74,1.04,1.04,1.04,-0.18,1517.87
1,18,20:20,10.75,2.1,31.07,43.64,11.21,1.03,1.03,1.03,-0.22,1466.62
1,18,20:30,11.74,1.5,30.95,43.45,9.35,1.05,1.05,1.05,-0.18,1531.69
1,18,20:40,11.48,-2.45,30.74,43.29,11.25,1.05,1.05,1.05,-0.24,1539.35
1,18,20:50,10.92,-0.51,30.52,43.17,9.01,1.03,1.03,1.03,-0.19,1519.53
1,18,21:00,10.51,-3.35,30.27,43.09,11.23,1.01,1.01,1.01,-0.21,1504.71
1,18,21:10,10.82,-3.34,30.11,42.9,7.05,1.02,1.02,1.02,-0.17,1518.91
1,18,21:20,10.7,-0.53,29.87,42.88,3.72,1.01,1.01,1.01,-0.21,1512.92
1,18,21:30,10.7,-2.91,29.7,42.62,3.69,1.02,1.02,1.02,-0.22,1522.45
1,18,21:40,11.32,1.87,29.47,42.52,-3.28,1.04,1.04,1.04,-0.23,1541.65
1,18,21:50,11.58,3.17,29.28,42.28,-1.54,1.06,1.06,1.06,-0.21,1528.64
1,18,22:00,11.53,-5.34,29.13,41.88,2.6,1.05,1.05,1.05,-0.18,1527.03
1,18,22:10,10.71,1.05,28.88,41.81,-4.03,1.02,1.02,1.02,-0.15,1472.44
1,18,22:20,9.85,0.94,28.67,41.79,-4.03,1,1,1,-0.23,1374.87
1,18,22:30,9.14,-0.59,28.39,41.79,-4.03,1,1,1,-0.21,1195.92
1,18,22:40,9.63,0.26,28.19,41.66,-4.03,1,1,1,-0.24,1291.59
1,18,22:50,10.29,-1.39,28.03,41.5,-4.03,1,1,1,-0.26,1426.21
1,18,23:00,11.03,-5.07,27.9,41.08,-4.03,1.01,1.01,1.01,-0.3,1523.85
1,18,23:10,11.76,-5.69,27.73,40.62,-4.03,1.04,1.04,1.04,-0.18,1550.34
1,18,23:20,12.21,-5.12,27.5,40.32,-4.1,1.06,1.06,1.06,-0.28,1550.12
1,18,23:30,12.8,-3.44,27.38,40.07,-4.1,1.08,1.08,1.08,-0.25,1550.11
1,18,23:40,12.87,-1.52,27.25,39.86,-4.1,1.08,1.08,1.08,-0.28,1549.92
1,18,23:50,12.9,0.77,27.03,39.68,-4.1,1.09,1.09,1.09,-0.22,1549.84
1,19,00:00,12.63,2.45,26.83,39.4,-4.1,1.08,1.08,1.08,-0.23,1549.76
1,19,00:10,12.43,3,26.58,39.15,-4.1,1.08,1.08,1.08,-0.23,1549.74
1,19,00:20,12.42,2.42,26.43,38.94,-4.1,1.08,1.08,1.08,-0.29,1549.6
1,19,00:30,12.14,2.28,26.23,38.79,-4.1,1.08,1.08,1.08,-0.27,1549.62
1,19,00:40,12.14,1.44,26.03,38.73,-4.1,1.07,1.07,1.07,-0.22,1549.72
1,19,00:50,11.88,1.11,25.9,38.64,-4.1,1.07,1.07,1.07,-0.3,1543.58
1,19,01:00,11.63,4.94,25.68,38.5,-4.1,1.06,1.06,1.06,-0.24,1538.58
1,19,01:10,11.35,5.18,25.45,38.43,-3.72,1.05,1.05,1.05,-0.29,1527.79
1,19,01:20,11.62,-3.46,25.4,38.25,3.47,1.06,1.06,1.06,-0.21,1537.69
1,19,01:30,11.75,-2.93,25.4,38.2,3.51,1.07,1.07,1.07,-0.23,1524.33
1,19,01:40,11.46,-5.36,25.34,38.17,3.56,1.06,1.06,1.06,-0.25,1522.48
1,19,01:50,11.79,-5.25,25.2,38.15,3.56,1.06,1.06,1.06,-0.24,1514.44
1,19,02:00,11.99,2.1,25.11,38.04,-3.97,1.07,1.07,1.07,-0.25,1532.32
1,19,02:10,12.9,4.71,25.04,37.72,-4.1,1.09,1.09,1.09,-0.29,1527.72
1,19,02:20,12.87,4.97,25.02,37.47,-4.1,1.09,1.09,1.09,-0.19,1547.88
1,19,02:30,12.86,4.78,24.91,37.29,-4.1,1.09,1.09,1.09,-0.22,1534.52
1,19,02:40,12.58,6.5,24.85,37.18,-4.1,1.09,1.09,1.09,-0.24,1527.01
1,19,02:50,13,2.44,24.82,36.99,-4.1,1.1,1.1,1.1,-0.23,1537.36
1,19,03:00,12.89,3.45,24.79,36.89,-4.1,1.09,1.09,1.09,-0.29,1538.46
1,19,03:10,12.1,3.99,24.65,36.8,-4.1,1.08,1.08,1.08,-0.29,1519.26
1,19,03:20,12.61,6.72,24.53,36.8,-4.1,1.09,1.09,1.09,-0.23,1528.8
1,19,03:30,12.16,4.14,24.47,36.71,-4.1,1.08,1.08,1.08,-0.23,1531.3
1,19,03:40,11.72,5.17,24.31,36.66,-4.1,1.06,1.06,1.06,-0.22,1528.1
1,19,03:50,11.28,3.52,24.16,36.68,-4.1,1.05,1.05,1.05,-0.26,1522.02
1,19,04:00,10.17,-0.61,23.91,36.78,-4.1,1.01,1.01,1.01,-0.25,1508.65
1,19,04:10,9.83,0.17,23.62,36.88,-4.1,1,1,1,-0.23,1414.69
1,19,04:20,9.22,0.32,23.4,36.85,-4.1,1,1,1,-0.25,1287.11
1,19,04:30,8.84,-0.04,23.14,36.79,-4.1,1,1,1,-0.28,1186.49
1,19,04:40,7,3.81,22.8,36.71,2.12,1,1,1,-0.18,679.44
1,19,04:50,5.93,-3.09,22.33,36.19,4.92,0.99,0.99,0.99,-0.26,443.31
1,19,05:00,4.7,0.35,22.06,35.89,3.46,0.99,0.99,0.99,-0.2,280.77
1,19,05:10,5.46,-3,21.78,35.66,-1.05,0.99,0.99,0.99,-0.25,389.24
1,19,05:20,5.92,2.4,21.66,35.31,-5.15,0.99,0.99,0.99,-0.26,510.12
1,19,05:30,6.25,2.19,21.5,34.81,-5.15,1,1,1,-0.29,547.72
1,19,05:40,8.23,2.37,21.46,34.63,-5.15,1,1,1,-0.25,996.43
1,19,05:50,9.1,4.2,21.6,34.32,-5.15,1,1,1,-0.22,1196.44
1,19,06:00,9.59,3.6,21.74,34.05,-5.15,1,1,1,-0.25,1323.66
1,19,06:10,9.81,3,21.89,33.9,-5.18,1,1,1,-0.26,1372.83
1,19,06:20,10.1,2.64,22.03,33.9,-5.19,1,1,1,-0.31,1442.22
1,19,06:30,11.03,3.78,22.16,33.87,-5.19,1.03,1.03,1.03,-0.19,1536.18
1,19,06:40,11.65,-0.17,22.37,33.76,1.62,1.06,1.06,1.06,-0.25,1550.04
1,19,06:50,10.4,-1.91,22.43,33.96,-0.39,1.02,1.02,1.02,-0.26,1461.17
1,19,07:00,10.38,4.05,22.28,34.28,-5.22,1,1,1,-0.25,1467.17
1,19,07:10,9.15,0.83,22.29,34.49,0.67,1,1,1,-0.24,1205.79
1,19,07:20,8.85,1.33,22.31,34.72,6.62,1,1,1,-0.34,1114.63
1,19,07:30,9.18,-3.9,22.48,34.95,9.96,1,1,1,-0.26,1230.84
1,19,07:40,9.37,-2.65,22.71,35.04,6.77,1,1,1,-0.29,1280.11
1,19,07:50,9.81,2.37,23.06,35.3,2.27,1,1,1,-0.23,1405.2
1,19,08:00,9.23,3.65,23.38,35.5,2.28,1,1,1,-0.22,1267.24
1,19,08:10,9.65,-1.88,23.73,35.71,9.88,1.01,1.01,1.01,-0.21,1364.75
1,19,08:20,10.27,-0.48,24.07,35.93,9.96,1.02,1.02,1.02,-0.22,1483.58
1,19,08:30,10.36,2.66,24.3,36.06,9.96,1.01,1.01,1.01,-0.28,1464.9
1,19,08:40,10.09,-1.52,24.56,36.31,16.69,1.01,1.01,1.01,-0.25,1460.93
1,19,08:50,9.87,-0.38,24.83,36.69,17.62,1.01,1.01,1.01,-0.24,1402.37
1,19,09:00,10.33,0.14,25.16,37.08,17.09,1.02,1.02,1.02,-0.22,1467.48
1,19,09:10,10.3,0.19,25.56,37.36,18.7,1.01,1.01,1.01,-0.27,1428.97
1,19,09:20,10,-2.85,25.98,37.75,19.7,1.01,1.01,1.01,-0.24,1440.45
1,19,09:30,9.7,-1.19,26.29,38.13,17.95,1,1,1,-0.27,1347.25
1,19,09:40,9.37,-1.74,26.52,38.44,17.88,1,1,1,-0.24,1284.16
1,19,09:50,9.48,1.53,26.83,38.83,20.14,1,1,1,-0.26,1306.09
1,19,10:00,9.58,-0.18,27.13,39.14,24.98,1,1,1,-0.28,1301.55
1,19,10:10,9.09,0.97,27.47,39.3,21.61,1,1,1,-0.23,1204.63
1,19,10:20,9.09,-0.36,27.79,39.64,20.18,1,1,1,-0.24,1264.81
